model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA_512x512__Size-512x512_Epoch-51_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,51,0.3336828209459782,0.8490806579589844,2022-01-11 15:16:23.413106,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-52_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,52,0.2628816631436348,0.8873437118530273,2022-01-11 15:19:22.236284,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-52_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,52,0.31972040370106697,0.855539436340332,2022-01-11 15:19:22.236335,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-53_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,53,0.25429368801414964,0.8902056884765625,2022-01-11 15:22:20.764443,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-53_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,53,0.3292188821732998,0.8500439834594726,2022-01-11 15:22:20.764511,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-54_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,54,0.27378316566348077,0.8878316497802734,2022-01-11 15:25:19.400779,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-54_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,54,0.3459383825957775,0.8436575698852539,2022-01-11 15:25:19.400831,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-55_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,55,0.24701437510550023,0.893140640258789,2022-01-11 15:28:17.812133,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-55_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,55,0.3264381471276283,0.8529716873168945,2022-01-11 15:28:17.812199,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-56_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,56,0.26194034971296787,0.8873995590209961,2022-01-11 15:31:16.337171,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-56_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,56,0.3205419436097145,0.8541108322143555,2022-01-11 15:31:16.337226,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-57_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,57,0.2558365299552679,0.8897737121582031,2022-01-11 15:34:15.097294,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-57_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,57,0.32735436126589773,0.8528093338012696,2022-01-11 15:34:15.097361,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-58_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,58,0.2557724629342556,0.8885223007202149,2022-01-11 15:37:14.240758,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-58_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,58,0.3184735523164272,0.8509873580932618,2022-01-11 15:37:14.240808,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-59_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,59,0.29319709733128546,0.8713491821289062,2022-01-11 15:40:13.912852,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-59_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,59,0.3526900368928909,0.8391098022460938,2022-01-11 15:40:13.912903,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-60_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,60,0.3063911348581314,0.8717654418945312,2022-01-11 15:43:13.405056,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-60_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,60,0.32936894088983537,0.8488993072509765,2022-01-11 15:43:13.405111,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-61_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,61,0.26666378520429135,0.8860248565673828,2022-01-11 15:46:12.065776,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-61_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,61,0.3343667984008789,0.8478076171875,2022-01-11 15:46:12.065828,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-62_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,62,0.2786549550294876,0.8837815856933594,2022-01-11 15:49:10.895543,[None 'grid_distortion' 'optical_distortion']
