model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_6_operations.pth,random_6_operations,train,51,0.3094117190018075,0.8644148763020826,2021-11-28 07:34:32.845587,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_6_operations.pth,random_6_operations,test,51,0.28957379547646267,0.8560378011067709,2021-11-28 07:34:32.845615,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_6_operations.pth,random_6_operations,train,52,0.30054007256403564,0.8698751104445687,2021-11-28 07:53:13.877724,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_6_operations.pth,random_6_operations,test,52,0.30617094258131045,0.8531863471137151,2021-11-28 07:53:13.877750,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_6_operations.pth,random_6_operations,train,53,0.2953630419836069,0.8716281476702014,2021-11-28 08:11:53.387289,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_6_operations.pth,random_6_operations,test,53,0.30933234529543874,0.8598571506076387,2021-11-28 08:11:53.387332,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_6_operations.pth,random_6_operations,train,54,0.2954804269275406,0.8731972191220237,2021-11-28 08:30:34.497201,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_6_operations.pth,random_6_operations,test,54,0.32376051012607704,0.852659939236111,2021-11-28 08:30:34.497257,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,55,0.30020822986095613,0.8667135561988458,2021-11-28 10:19:04.615815,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,55,0.29497584111781583,0.8548246663411455,2021-11-28 10:19:04.615851,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,56,0.28625406495661343,0.8747087344215038,2021-11-28 10:37:44.210407,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,56,0.30166297098233674,0.863112033420139,2021-11-28 10:37:44.210440,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,57,0.2781081700121008,0.8775150495256698,2021-11-28 10:56:23.521290,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,57,0.28439385631354525,0.8682945421006947,2021-11-28 10:56:23.521336,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,58,0.27763857625430405,0.8833377220517122,2021-11-28 11:15:00.843845,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,58,0.32354157880181444,0.8549912380642362,2021-11-28 11:15:00.843880,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,59,0.27638308655753335,0.8812167532784602,2021-11-28 11:33:38.241432,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,59,0.28448467367561536,0.8622252332899303,2021-11-28 11:33:38.241487,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-60_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,60,0.2705355142453863,0.8858203444707969,2021-11-28 11:52:15.562397,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-60_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,60,0.30100749249751163,0.8536154378255205,2021-11-28 11:52:15.562442,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-61_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,61,0.26241254840195843,0.8893259771437871,2021-11-28 12:10:52.804746,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-61_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,61,0.285056061623618,0.8617964816623265,2021-11-28 12:10:52.804798,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-62_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,62,0.2671512438580283,0.8869825439453136,2021-11-28 12:29:30.383299,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-62_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,62,0.28550380831713684,0.85237360297309,2021-11-28 12:29:30.383332,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-63_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,63,0.27115534266285113,0.8849866391136524,2021-11-28 12:48:07.451325,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-63_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,63,0.3035347649271393,0.8524245741102429,2021-11-28 12:48:07.451360,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-64_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,64,0.26587370273274635,0.8860488164992559,2021-11-28 13:06:45.207073,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-64_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,64,0.30931201856195306,0.8528645019531249,2021-11-28 13:06:45.207172,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-65_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,65,0.26567648361281804,0.8870962669735877,2021-11-28 13:25:22.696599,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-65_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,65,0.27374128989694224,0.8583016086154516,2021-11-28 13:25:22.696633,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-66_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,66,0.25884475386590655,0.8898730149042046,2021-11-28 13:44:01.944003,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-66_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,66,0.27316007203060305,0.862861056857639,2021-11-28 13:44:01.944035,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-67_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,67,0.2537758979766208,0.8931773768833698,2021-11-28 14:02:41.091641,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-67_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,67,0.2677444982517045,0.8628611924913195,2021-11-28 14:02:41.091674,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-68_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,68,0.24243385490900393,0.8979727754138764,2021-11-28 14:21:19.894566,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-68_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,68,0.26679857703598425,0.8723512912326392,2021-11-28 14:21:19.894599,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-69_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,69,0.24061299378296272,0.8983134707496274,2021-11-28 14:39:58.805700,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-69_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,69,0.26534468592467925,0.8680744086371528,2021-11-28 14:39:58.805748,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-70_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,70,0.23817716371905545,0.9022914486839662,2021-11-28 14:58:38.561482,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-70_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,70,0.22115874225015028,0.9104302571614583,2021-11-28 14:58:38.561529,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-71_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,71,0.24656669036041767,0.8979986020042781,2021-11-28 15:17:17.898917,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-71_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,71,0.23769404923595075,0.8921935085720488,2021-11-28 15:17:17.898950,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-72_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,72,0.24167553628961155,0.8998521001906623,2021-11-28 15:35:57.114003,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-72_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,72,0.2581860856592862,0.8726352403428821,2021-11-28 15:35:57.114077,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-73_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,73,0.2385545939315177,0.9005097365606403,2021-11-28 15:54:36.311855,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-73_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,73,0.26041616722359323,0.8668032226562499,2021-11-28 15:54:36.311890,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-74_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,74,0.23001615303413322,0.9070056210472472,2021-11-28 16:13:14.234723,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-74_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,74,0.23144636113817493,0.9065110812717013,2021-11-28 16:13:14.234783,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-75_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,75,0.22707327638608626,0.908038431803385,2021-11-28 16:31:52.957517,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-75_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,75,0.21942366628661855,0.900914279513889,2021-11-28 16:31:52.957551,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-76_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,76,0.239186075029041,0.9024347098214283,2021-11-28 16:50:32.451763,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-76_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,76,0.22696771888424538,0.9043238389756945,2021-11-28 16:50:32.451796,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-77_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,77,0.2228303478068916,0.9091282348632825,2021-11-28 17:09:10.136560,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-77_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,77,0.20476946188395637,0.9091424018012154,2021-11-28 17:09:10.136593,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-78_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,78,0.22861758562752843,0.9066188528878355,2021-11-28 17:27:49.687846,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-78_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,78,0.28143372412693374,0.8646117757161458,2021-11-28 17:27:49.687879,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-79_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,79,0.2196696959419309,0.9106828322637651,2021-11-28 17:46:28.809501,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-79_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,79,0.24470425483110983,0.8953088107638891,2021-11-28 17:46:28.809561,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-80_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,80,0.22590437382653666,0.910037132626489,2021-11-28 18:05:07.906286,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-80_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,80,0.257453032836525,0.8668680555555557,2021-11-28 18:05:07.906346,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-81_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,81,0.22669790913184573,0.9076625802176341,2021-11-28 18:23:46.397572,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-81_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,81,0.1994317370531563,0.913462158203125,2021-11-28 18:23:46.397618,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-82_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,82,0.21482323868355405,0.9127523513067339,2021-11-28 18:42:25.328439,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
