model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA__Size-640x640_Epoch-43_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,43,0.39592745015117087,0.8324038039081684,2022-02-26 10:05:40.248812,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-44_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,44,0.27936741372074103,0.8827504961059,2022-02-26 13:19:52.159076,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-44_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,44,0.39621927736369034,0.8334145395576465,2022-02-26 13:19:52.159259,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-45_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,45,0.28143208449050655,0.881214759897826,2022-02-26 16:34:10.578493,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-45_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,45,0.3803051736675946,0.8341325276601912,2022-02-26 16:34:10.578547,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-46_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,46,0.2778883659286628,0.8827372940599943,2022-02-26 19:47:58.698357,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-46_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,46,0.3931632216274073,0.8333597765434975,2022-02-26 19:47:58.698412,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-47_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,47,0.2729091545719724,0.8861374442231252,2022-02-26 23:00:39.479864,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-47_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,47,0.38154916789426757,0.8398545066801136,2022-02-26 23:00:39.479931,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-48_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,48,0.27240020049995634,0.8858336797977474,2022-02-27 02:13:16.376597,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-48_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,48,0.38469368696561523,0.83786142238148,2022-02-27 02:13:16.376651,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-49_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,49,0.2732043938990393,0.8857117560513733,2022-02-27 05:26:05.266312,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-49_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,49,0.3951706307952863,0.8333317970798588,2022-02-27 05:26:05.266366,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-50_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,50,0.2684401346855507,0.8884956651462719,2022-02-27 08:39:16.917248,[None 'grid_distortion' 'optical_distortion']
